id,company_name,slug,former_names,small_logo_thumb_url,website,all_locations,long_description,description,team_size,industry,subindustry,launched_at,tags,tags_highlighted,top_company,isHiring,nonprofit,batch,status,industries,regions,stage,app_video_public,demo_day_video_public,app_answers,question_answers,url,api,yc_page
30651,Alter AI,alter-ai,[],https://bookface-images.s3.amazonaws.com/small_logos/3a30946452aaca1a7c8b4b8fefafd9807f194243.png,https://alterai.dev,"New York, NY, USA",,Secure access control and orchestration platform for agent workflows,2.0,B2B,B2B -> Infrastructure,1752476002,"['AIOps', 'Artificial Intelligence', 'Developer Tools', 'DevSecOps', 'Security']",[],False,False,False,Summer 2025,Active,"['B2B', 'Security']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/alter-ai,https://yc-oss.github.io/api/batches/summer-2025/alter-ai.json,https://www.ycombinator.com/companies/alter-ai
30653,Skope,skope,[],https://bookface-images.s3.amazonaws.com/small_logos/2c24ca870b6eaffd66597cfdb3e463eeed660675.png,https://useskope.com,"San Francisco, CA, USA","We’re taking a new approach to the legacy billing system, for AI-native companies. On top of normal pricing models, Skope allows companies to create a new stream of revenue by capturing a portion of the value their agents create through “outcome-based pricing"".",A modern billing system for AI-native companies.,2.0,B2B,B2B,1750879126,"['B2B', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/skope,https://yc-oss.github.io/api/batches/summer-2025/skope.json,https://www.ycombinator.com/companies/skope
30656,DeepGrove,deepgrove,[],https://bookface-images.s3.amazonaws.com/small_logos/b7fe0614c6ae0025bdee703043846f9c1a5b0367.png,,"San Francisco, CA, USA",Developing the next suite of 1-bit foundation models that can run on edge devices.,Frontier Intelligence. On Any Device.,2.0,B2B,Unspecified,1753646840,"['Deep Learning', 'Edge Computing Semiconductors', 'IoT', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/deepgrove,https://yc-oss.github.io/api/batches/summer-2025/deepgrove.json,https://www.ycombinator.com/companies/deepgrove
30660,Magnitude,magnitude,[],https://bookface-images.s3.amazonaws.com/small_logos/c2842d2a52b047f3cdc0601cc787b7972d74a3bf.png,https://magnitude.run,"San Francisco, CA, USA","Knowledge workers spend 85% of their day in the browser.

Yet so much of this work is tedious, time-consuming labor.

AI has revolutionized browser automation - but it's trapped behind APIs, SDKs, and complex interfaces. Tools like UIPath and Zapier tried to help, but they're still too technical, expensive, or complicated.

What if automating your repetitive browser work was as easy as explaining it to a coworker?

That’s Magnitude. Simply record yourself taking actions on your browser, talk through the details, and our AI builds your automation. Run it instantly or schedule it - no maintenance required.",Automate any browser workflow with a narrated screen recording,2.0,B2B,"B2B -> Engineering, Product and Design",1751905744,"['Artificial Intelligence', 'SaaS', 'Productivity', 'Automation']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/magnitude,https://yc-oss.github.io/api/batches/summer-2025/magnitude.json,https://www.ycombinator.com/companies/magnitude
30661,Stockline,stockline,[],https://bookface-images.s3.amazonaws.com/small_logos/bd3787e9958fd9e9b42a9bb7223fe8689a2863a9.png,https://stockline.ai,,"Stockline is reshaping ERPs to bring innovation to a $990B+ industry left behind by the tech revolution: the food supply chain.

Food wholesalers still rely on software from the 90s. One symptom among many: they waste hours retyping orders and invoices that arrive through scattered channels like WhatsApp, SMS, and email into their ERPs. Manual admin work takes over. Headcount grows just to handle repetitive tasks.
This leads to mistakes, tight margins, and food waste.

Stockline replaces outdated ERPs with AI at its core. The game-changer? No more manual data entry. Our AI pulls orders from every channel and feeds them directly into one unified system.

Admin disappears. Wholesalers get to focus on what really matters: their products and their customers.",AI-native ERP for food wholesalers,2.0,B2B,B2B,1753355964,"['B2B', 'Food', 'Food Tech', 'Enterprise Software', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/stockline,https://yc-oss.github.io/api/batches/summer-2025/stockline.json,https://www.ycombinator.com/companies/stockline
30662,DeepAware AI,deepaware-ai,[],https://bookface-images.s3.amazonaws.com/small_logos/c1f361055ad23340a67d324b48d58339307211fb.png,https://deepawareai.com/,"San Francisco, CA, USA","DeepAware builds an AI-driven automation system for GPU-intensive data centers. Our reinforcement-learning scheduler, real-time market integration, and unified dashboard slice energy waste by up to 30%. Coming soon: autonomous “robot-hand” inspections and maintenance to enable 24/7 operations with minimal staff.",Make AI data centers more efficient.,2.0,B2B,B2B -> Infrastructure,1753029704,['Enterprise'],[],False,False,False,Summer 2025,Active,"['B2B', 'Infrastructure']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/deepaware-ai,https://yc-oss.github.io/api/batches/summer-2025/deepaware-ai.json,https://www.ycombinator.com/companies/deepaware-ai
30664,Kestroll,kestroll,[],https://bookface-images.s3.amazonaws.com/small_logos/146dcc3d13f9a26c2300485534fada61ffbc8c0f.png,https://www.kestroll.com/,"San Francisco, CA, USA","Kestroll is the AI-powered media asset management platform.

Kestroll automatically ingests, labels, and organizes all of your company's media assets (photos, audio, and especially videos) and provides a central interface for the entire organization to access and distribute content.

Kestroll eliminates the laborious labeling process and provides easy content access for the entire organization, without the clunky interfaces and long learning curves of traditional MAMs.

The days of filtering through someone else's tags are past. With Kestroll, anyone in the organization can search in everyday language, based on visual cues, abstract concepts, creative intent, and more, without the burden of manual labeling. ",AI media asset management,2.0,B2B,B2B -> Operations,1751838348,"['Computer Vision', 'Video', 'Automation', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Operations']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/kestroll,https://yc-oss.github.io/api/batches/summer-2025/kestroll.json,https://www.ycombinator.com/companies/kestroll
30665,Pangolin,pangolin,[],https://bookface-images.s3.amazonaws.com/small_logos/e255c0b8547eae92642ef5a790e42e33f9bed016.png,https://digpangolin.com,"San Francisco, CA, USA",Pangolin provides a simple way to securely expose applications on private networks with identity-aware access control and high availability. It’s an open-source cloud and self-hosted solution that enables administrators to maintain data sovereignty and control user interaction to internal tools.,Open-source secure gateway to private networks,2.0,B2B,B2B -> Infrastructure,1752801073,"['Next-gen Network Security', 'SaaS', 'Open Source', 'DevOps', 'Infrastructure']",[],False,False,False,Summer 2025,Active,"['B2B', 'Infrastructure']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/pangolin,https://yc-oss.github.io/api/batches/summer-2025/pangolin.json,https://www.ycombinator.com/companies/pangolin
30666,CareSwift,careswift,[],https://bookface-images.s3.amazonaws.com/small_logos/f57117138aa46056d21a2d0bd92569a3da39e148.png,https://www.careswift.com/,,"Ambulance crews lose valuable time completing reports after each call. Even minor mistakes cause insurance claims to be rejected. CareSwift is a real-time AI assistant built directly into ambulance reporting systems, guiding medics as they document care and instantly flagging errors. Crews complete accurate, compliant reports in under three minutes, cutting documentation time by 80 percent and helping agencies avoid insurance claim denials.",AI operating system for ambulance agencies,3.0,Healthcare,Healthcare,1751153734,[],[],False,False,False,Summer 2025,Active,['Healthcare'],['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/careswift,https://yc-oss.github.io/api/batches/summer-2025/careswift.json,https://www.ycombinator.com/companies/careswift
30667,Lemma,lemma,[],https://bookface-images.s3.amazonaws.com/small_logos/efb463bde44f163800e2bddd4c82e59974256f27.png,https://www.withlemma.com,"San Francisco, CA, USA","We’re building Lemma because we’ve been there.

We’ve worked in professional services and lived the pain — buried in work that doesn’t move the needle. Aggregating numbers from back surveys. Hunting for that one number buried in a mountain of files. Pulling quotes from hours of expert calls. Drafting version 10 of the interview guide. Rebuilding the same CDD survey from scratch. Programming those 100 question surveys.

Generic AI agents don’t work here. They don’t understand your content, your context, or your workflow.

Lemma builds AI teammates tailored to the way you actually work — built by people who’ve done the work. Our agents plug into your tools, learn your processes, and handle the grunt work behind the scenes — so you can focus on insights, strategy, and moving fast.",Specialized AI agents for professional services ,3.0,B2B,B2B,1753836881,"['B2B', 'Market Research', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/lemma,https://yc-oss.github.io/api/batches/summer-2025/lemma.json,https://www.ycombinator.com/companies/lemma
30668,Wedge,wedge,['supermodel'],https://bookface-images.s3.amazonaws.com/small_logos/f77131cbecf4a204722622db553ac42245dbff78.png,https://www.wedge.health,"San Francisco, CA, USA",Healthcare is going bankrupt without AI. Wedge is the all-in-one AI solution for hospitals and health organizations. We allow them to effortlessly deploy and monitor AI solutions.,The trust layer for health AI implementation.,2.0,Healthcare,B2B,1753822608,"['Artificial Intelligence', 'SaaS', 'Health Tech', 'Healthcare', 'Trust & Safety']",[],False,False,False,Summer 2025,Active,['Healthcare'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/wedge,https://yc-oss.github.io/api/batches/summer-2025/wedge.json,https://www.ycombinator.com/companies/wedge
30669,Dash,dash,[],https://bookface-images.s3.amazonaws.com/small_logos/e47e34f35e388489ce2a0f3f4a13e6b49dce9ab9.png,https://www.usedash.ai/,"San Francisco, CA, USA","Dash is a general agent that connects to your G-Suite, Slack, Notion, Linear, and more to take in your personal context and perform actions. 

Consider it an agentic Glean that allows knowledge workers to save 2-3 hours a day of busy work.",ChatGPT with Hands,3.0,B2B,B2B -> Productivity,1750786342,"['Workflow Automation', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Productivity']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/dash,https://yc-oss.github.io/api/batches/summer-2025/dash.json,https://www.ycombinator.com/companies/dash
30671,AgentHub,agenthub-2,[],https://bookface-images.s3.amazonaws.com/small_logos/f60bf8bb62884c58ca2344e9db1f1970348a8311.png,https://www.agenthub.build,"San Francisco, CA, USA","AgentHub helps you catch and fix errors in your AI agents - before your users ever see them.

Simulate real-world scenarios in curated RL environments for your agents - trace, evaluate, and improve agent behavior at scale. Generate large annotated datasets and experiment with different prompts, models, and configurations - all in one place - with clear visualizations of what’s working (and what’s not).

Built by a former tech lead from Apple’s Foundation Model Eval team and a product engineer from MIT with experience working on agents at startups, AgentHub makes it easy to integrate your use case and start improving your agents quickly.

Our streamlined onboarding process lets you get your agent eval environment up and running fast—no heavy lifting on your end.

Close the feedback loop and build better agents, faster - with confidence. ",The simulation and evaluation engine for AI agents,2.0,B2B,B2B,1753389326,"['SaaS', 'Analytics', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/agenthub-2,https://yc-oss.github.io/api/batches/summer-2025/agenthub-2.json,https://www.ycombinator.com/companies/agenthub-2
30675,BootLoop,bootloop,[],https://bookface-images.s3.amazonaws.com/small_logos/93ce55100656a6ea0aa0d88dd475881eab4f5632.png,https://bootloop.ai/,"San Francisco, CA, USA","BootLoop is building the first AI agent to write and test firmware on real hardware. Existing AI coding assistants fail completely with embedded systems, but our agent ingests datasheets, schematics, and other design files to write firmware in your style and automatically test it on your hardware.","Firmware in minutes, not months - rigorously tested on real hardware",2.0,B2B,"B2B -> Engineering, Product and Design",1752184530,"['Artificial Intelligence', 'Developer Tools', 'Hard Tech', 'Hardware', 'Robotics']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/bootloop,https://yc-oss.github.io/api/batches/summer-2025/bootloop.json,https://www.ycombinator.com/companies/bootloop
30681,Parachute,parachute,[],https://bookface-images.s3.amazonaws.com/small_logos/5dea1f04b2d250b7dd6948c616c2684171b7258c.png,https://parachute-ai.com,"San Francisco, CA, USA","Parachute is the AI Quality Assurance Lab for hospitals — end-to-end governance that lets clinical AI move from inception to implementation with confidence. We pre-vet vendors, enforce compliance, track every model in real time, and preserve an immutable audit log that stands up to regulators and litigators, enabling safe, scalable AI in healthcare.","Governance Infrastructure to Evaluate, Deploy, and Monitor Clinical AI",2.0,Healthcare,Healthcare -> Healthcare IT,1752533752,"['Health Tech', 'B2B', 'Healthcare', 'Infrastructure', 'AI']",[],False,False,False,Summer 2025,Active,"['Healthcare', 'Healthcare IT']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/parachute,https://yc-oss.github.io/api/batches/summer-2025/parachute.json,https://www.ycombinator.com/companies/parachute
30684,Doe,doe,[],https://bookface-images.s3.amazonaws.com/small_logos/c4f710ccf11734c2c75ffd07ca7442b64c2f35ab.png,https://doe.so/,"San Francisco, CA, USA","Doe embeds intelligent, task‑specific AI agents inside private‑equity‑owned service groups, starting with dental service organizations. The platform plugs into practice management, ERP, communication tools, and supplier catalogs to run procurement, approvals, scheduling, and analytics end‑to‑end, delivering immediate EBITDA lift and data visibility.",Autonomous AI workforce for PE roll-ups,4.0,B2B,B2B -> Operations,1753649047,"['Artificial Intelligence', 'Generative AI', 'SaaS', 'Procurement', 'Data Visualization']",[],False,False,False,Summer 2025,Active,"['B2B', 'Operations']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/doe,https://yc-oss.github.io/api/batches/summer-2025/doe.json,https://www.ycombinator.com/companies/doe
30685,IronLedger.ai,ironledger-ai,[],https://bookface-images.s3.amazonaws.com/small_logos/fda446d464914642f213b7da0cd38f3f6fead898.png,https://ironledger.ai,"New York, NY, USA","IronLedger provides AI agents for property accounting, starting with accounts payable. We eliminate 100s of hours of expense work for 1000s of multifamily units every month. Soon, we'll be providing end-to-end accounting services including automated billbacks, month-end close and bank reconciliation.

https://www.ironledger.ai/",AI agents for property accounting,2.0,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,1753882869,"['Artificial Intelligence', 'SaaS', 'Real Estate', 'Finance', 'Construction']",[],False,False,False,Summer 2025,Active,"['Real Estate and Construction', 'Housing and Real Estate']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",Early,False,False,,False,https://www.ycombinator.com/companies/ironledger-ai,https://yc-oss.github.io/api/batches/summer-2025/ironledger-ai.json,https://www.ycombinator.com/companies/ironledger-ai
30689,b-12,b-12,[],https://bookface-images.s3.amazonaws.com/small_logos/3a76216fdba4f1c2c1e164dfb8851692bcc330c5.png,https://b12-labs.com/,"San Francisco, CA, USA","At B-12, we are developing AI agents for automated workflows in chemistry and pharma R&D, as a way of manifesting chemical super intelligence (CSI) in the physical world. We are preparing for the next wave of physical AI, specializing in chemistry.

Our long-term goal is to create autonomous labs that can plan and perform complex, multistep syntheses with minimal human intervention.",Developing chemical super intelligence - one agent at a time.…,2.0,Healthcare,Healthcare -> Drug Discovery and Delivery,1753004647,"['AI-powered Drug Discovery', 'Robotics']",[],False,False,False,Summer 2025,Active,"['Healthcare', 'Drug Discovery and Delivery']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/b-12,https://yc-oss.github.io/api/batches/summer-2025/b-12.json,https://www.ycombinator.com/companies/b-12
30690,Flai,flai,[],https://bookface-images.s3.amazonaws.com/small_logos/6b90c0f9fa101c9a96455820ea0a553837b94f49.png,https://www.useflai.com/,"San Francisco, CA, USA","The problem we solve: 56% of dealership leads arrive after business hours, and most dealers lose these potential customers to competitors who happen to be available 24/7. Missing after-hours calls alone costs the average dealership $1M annually in lost revenue.

We built Flai to fix this - AI assistants that answer dealership calls 24/7, scheduling test drives, oil changes, or running outbound recall campaigns so no opportunity slips away.

The result: No more missed opportunities, no more losing customers to competitors.

Our founding team has built voice AI products at HappyRobot, scaled infrastructure at Uber for millions of users, and applied data science at Netflix to solve operational challenges.

We're not just answering phones, we're helping dealerships win in an AI-first world where availability determine who gets the sale.",We Bring Customers to Your Dealership,3.0,Industrials,B2B -> Recruiting and Talent,1751567522,"['SaaS', 'Automation', 'Operations', 'AI', 'Automotive']",[],False,False,False,Summer 2025,Active,"['Industrials', 'Automotive']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/flai,https://yc-oss.github.io/api/batches/summer-2025/flai.json,https://www.ycombinator.com/companies/flai
30691,Embedder,embedder,[],https://bookface-images.s3.amazonaws.com/small_logos/01ff7048195b1bcbbefd606ad66db21fe272f5e5.png,https://www.embedder.dev/,"San Francisco, CA, USA",Embedder is building the first hardware-aware coding agent.,Agentic Coding for Embedded,2.0,B2B,B2B,1752258104,"['Developer Tools', 'Generative AI', 'Hardware']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/embedder,https://yc-oss.github.io/api/batches/summer-2025/embedder.json,https://www.ycombinator.com/companies/embedder
30692,Wisp AI,wisp-ai,[],https://bookface-images.s3.amazonaws.com/small_logos/af1b75ac54386edfe8b2d84e507e2337ad380cce.png,https://wispai.app/,"San Francisco, CA, USA","Wisp AI is the executive assistant for everyone — not just CEOs. It manages your calendar, drafts emails, summarizes meetings and notes, and handles your to-dos and reminders. Built for small business owners and busy employees, Wisp saves hours every week by automating admin work — all for a fraction of the cost of a human assistant.",Wisp AI is an executive assistant for the everyday user.,2.0,Consumer,Consumer,1751244737,"['Generative AI', 'Productivity', 'AI Assistant']",[],False,False,False,Summer 2025,Active,['Consumer'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/wisp-ai,https://yc-oss.github.io/api/batches/summer-2025/wisp-ai.json,https://www.ycombinator.com/companies/wisp-ai
30695,Channel3,channel3,[],https://bookface-images.s3.amazonaws.com/small_logos/68ab8f3604e8e37628ae61b0f2bc76124389ada3.png,https://trychannel3.com,"New York, NY, USA","Channel3 is building a database of every product on the internet.

Google and OpenAI maintain vast product graphs, but keep that valuable data to themselves. Channel3 gives every developer access, opening a world of possibility for new shopping experiences across any vertical. For instance, developers could build AI fashion stylists or give their agents shopping capabilities.

We don’t just collect product data; we actually understand it. With the latest image classification and reasoning models, we can match products across merchants—even when listings and images differ—recognize variants, and surface the perfect matches for every search. As we grow, we’ll capture unique insights into what users want, click, and buy.

As AI models get smarter and cheaper, our flywheel accelerates: our catalog will improve, and it will be even easier for developers and vibe-coders to build on our infrastructure. To further incentivize building on Channel3, we provide built-in monetization; developers earn commissions on sales they drive.

Alex discovered this need while building an AI tutor that could recommend products and earn affiliate revenue. When no solution existed, he persuaded his smartest friend from Duke and former co-founder George to leave Palantir and build Channel3 together.",Database of every product on the internet,2.0,B2B,B2B -> Retail,1752182938,"['Artificial Intelligence', 'Developer Tools', 'B2B', 'Retail Tech']",[],False,False,False,Summer 2025,Active,"['B2B', 'Retail']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/channel3,https://yc-oss.github.io/api/batches/summer-2025/channel3.json,https://www.ycombinator.com/companies/channel3
30696,GhostEye,ghosteye,[],https://bookface-images.s3.amazonaws.com/small_logos/81ba9326d1d371675b429c97e982da02b3d22b88.png,https://ghosteye.ai,"San Francisco, CA, USA","GhostEye offers offensive AI agents that generate sophisticated social engineering campaigns across a multitude of attack vectors.

Leveraging natural language prompts, GhostEye creates personalized campaigns in seconds, in what used to take hours.",The AI-powered human pentesting platform,3.0,B2B,B2B -> Security,1753230986,"['B2B', 'Cybersecurity', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Security']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/ghosteye,https://yc-oss.github.io/api/batches/summer-2025/ghosteye.json,https://www.ycombinator.com/companies/ghosteye
30698,Comena,comena,[],https://bookface-images.s3.amazonaws.com/small_logos/0cd3632057a23091b73c4c26a68f56e59b7f0ba4.png,https://comena.ai,,"We build AI agents that automate order processing for industrial distributors and manufacturers. Say goodbye to inside sales teams spending hours on manual data entry. Comena streamlines order and quote entry, from inbox to ERP, freeing up sales teams to focus on high-value activities and proactive selling.",AI agents for distributors and manufacturers to automate order entry.,2.0,B2B,B2B -> Supply Chain and Logistics,1753000104,"['Artificial Intelligence', 'SaaS', 'B2B', 'Sales', 'Supply Chain']",[],False,False,False,Summer 2025,Active,"['B2B', 'Supply Chain and Logistics']",['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/comena,https://yc-oss.github.io/api/batches/summer-2025/comena.json,https://www.ycombinator.com/companies/comena
30699,VibeFlow,vibeflow,[],https://bookface-images.s3.amazonaws.com/small_logos/5596537c1b7f7b2fdc729cd0da77e9c233f79180.png,https://vibeflow.ai/,,"VibeFlow generates full-stack web apps from prompts with n8n-style visual workflows for the backend. Users of tools like Lovable or v0 can easily iterate over frontends because they can see them, while backends remain closed black boxes that are hard to evolve through prompting. VibeFlow opens up backend logic, making it visual and editable, with powerful integrations built in.",Prompt to full stack app with visual workflows,0.0,B2B,Consumer,1753078619,"['Developer Tools', 'Consumer', 'B2B', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/vibeflow,https://yc-oss.github.io/api/batches/summer-2025/vibeflow.json,https://www.ycombinator.com/companies/vibeflow
30700,Nozomio,nozomio,['Nozomio Inc.'],https://bookface-images.s3.amazonaws.com/small_logos/1d85c6a1195667680f7ed4c90a6bda101d0cc579.png,https://www.nozomio.com/,"San Francisco, CA, USA","Nozomio is a product lab building engineers for the age of AI.

As coding agents become ubiquitous, the real bottleneck shifts from “write code” to “know which code and docs to feed them.” Starting with the tool named Nia, the mission is to provide context enrichment through agentic research and indexing of any external codebase(-s) or documentation via MCP / API.

Nozomio started with Arlan's early frustration with the agentic coding ecosystem, especially around context and memory. After winning Product of the Day in February and raising pre-seed, Arlan moved to London and then to SF as a solo immigrant from Kazakhstan to build the future of software engineering. 

try nia at trynia .ai <3 ","Engineers for AI era, starting with contextual layer for coding agents",1.0,B2B,"B2B -> Engineering, Product and Design",1751302971,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'API', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/nozomio,https://yc-oss.github.io/api/batches/summer-2025/nozomio.json,https://www.ycombinator.com/companies/nozomio
30701,Mimos,mimos,[],https://bookface-images.s3.amazonaws.com/small_logos/9f836a0c8c51e91ad3364666cbc06dd260a0a3c1.png,https://www.mimos-ai.com/,,"Mimos is an Answer Engine Optimization (AEO) platform designed for regulated experts, starting with Registered Investment Advisors (RIAs). 

We help highly-regulated companies get discovered and trusted on AI platforms like ChatGPT and Gemini, driving qualified inbound while staying compliant.

===

Rohit & Mike have been working together on various technical project since middle school (13 years!) - and Mimos came about as one of those projects.",Helping regulated firms show up in AI search.,2.0,Fintech,Fintech,1753307750,"['SaaS', 'AI']",[],False,False,False,Summer 2025,Active,['Fintech'],['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/mimos,https://yc-oss.github.io/api/batches/summer-2025/mimos.json,https://www.ycombinator.com/companies/mimos
30702,Mohi,mohi,['Muon'],https://bookface-images.s3.amazonaws.com/small_logos/202c1f3ef1ad38b089ef5d40eac21bf0a299f83b.png,https://trymohi.com/,"San Francisco, CA, USA","We help people understand their agent workflows and where they went wrong.

We met early on at MIT and built a bunch of projects together for fun. Of course when the AI wave took over, we were excited about agents. We made our own agents, and we always found it annoying figuring out if they consistently worked or not.

We believe that it should be easy to know what your agents are doing and why, no matter the use case or the tech stack. So that's exactly what we're helping companies achieve; we started building a few weeks ago and are working with our design partner to get deep observability and insights into their agent executions.

The future is autonomous; AI agents will be everywhere. Mohi can make sure that we humans know what these agents are doing.",Analyze and understand complex agent workflows with clarity.,2.0,B2B,B2B -> Operations,1753262535,"['Artificial Intelligence', 'Developer Tools']",[],False,False,False,Summer 2025,Active,"['B2B', 'Operations']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/mohi,https://yc-oss.github.io/api/batches/summer-2025/mohi.json,https://www.ycombinator.com/companies/mohi
30703,Riff,riff,[],https://bookface-images.s3.amazonaws.com/small_logos/d63a87fa04a91e21264426ce96efd1e5bed8b086.png,https://goriff.com/,"San Francisco, CA, USA","Riff is a super powered music editor where experienced producers can be dramatically more productive and hobbyists can delight in music without needing technical chops.

As we continue to build, we see Riff turning into an entirely new paradigm for creating music.",Cursor for music production,2.0,Consumer,Consumer,1752283172,"['Artificial Intelligence', 'Entertainment', 'Music']",[],False,False,False,Summer 2025,Active,['Consumer'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/riff,https://yc-oss.github.io/api/batches/summer-2025/riff.json,https://www.ycombinator.com/companies/riff
30704,Albacore Inc.,albacore-inc,"['Albacore Ocean Systems, Inc.']",https://bookface-images.s3.amazonaws.com/small_logos/136331286874ea99fbd7e2a7b2acfee659b0c7bf.png,https://www.albacore.inc,,"Albacore is building 6ft-long autonomous submarines to deter maritime invasions. They can be launched from land in minutes and carry precision effects or conduct sensing missions up to 1,000 nautical miles. Our team consists of multiple serial entrepreneurs in defense and hardware who have worked alongside top DoD leadership on autonomous platforms.",Autonomous undersea vehicles to deter maritime invasions.,5.0,Government,Industrials -> Drones,1753760756,"['Drones', 'Maritime']",[],False,True,False,Summer 2025,Active,['Government'],['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/albacore-inc,https://yc-oss.github.io/api/batches/summer-2025/albacore-inc.json,https://www.ycombinator.com/companies/albacore-inc
30705,Summon,summon,['AgentPort'],https://bookface-images.s3.amazonaws.com/small_logos/8c6296641dda93e2e42b42eb8aa9b1ad557b54e7.png,https://trysummon.com,"San Francisco, CA, USA","Summon is the complete end-to-end MCP platform. We're building the pipes connecting context to client applications for the agent economy. 

Summon transforms MCP development from a fragmented, manual process into an AI-first, collaborative workflow. We build MCP servers from OpenAPI specs using our AI agent, provide debugging playgrounds, run continuous evaluations against different LLMs, and offer enterprise hosting with observability. This creates a complete virtuous loop where AI builds, maintains, and improves MCP integrations, accelerating time-to-market, reducing bugs, and aligning developers, QA, and product teams.

With MCP gaining adoption across ChatGPT, Claude, and Microsoft Copilot, companies need agent-accessible APIs to remain competitive.",Open-Source Postman for MCP servers,2.0,B2B,"B2B -> Engineering, Product and Design",1750717483,"['Developer Tools', 'Generative AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",Early,False,False,,False,https://www.ycombinator.com/companies/summon,https://yc-oss.github.io/api/batches/summer-2025/summon.json,https://www.ycombinator.com/companies/summon
30707,Phases,phases,['Patiently'],https://bookface-images.s3.amazonaws.com/small_logos/7f48e664a460b19faede05bd1de6c49c5d3931a9.png,https://phases.ai,"San Francisco, CA, USA",We’re building the first full-stack AI agent company to automate clinical trials for pharma companies.,"Automating clinical trials with agents, starting in recruitment",3.0,Healthcare,Healthcare -> Healthcare IT,1751998711,"['Artificial Intelligence', 'Healthcare IT', 'Conversational AI']",[],False,False,False,Summer 2025,Active,"['Healthcare', 'Healthcare IT']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/phases,https://yc-oss.github.io/api/batches/summer-2025/phases.json,https://www.ycombinator.com/companies/phases
